都道府県コード又は市区町村コード,NO,都道府県名,データ名称,データ概要,データ形式,分類,URL,ライセンス,掲載ページ名,掲載ページURL,データ提供所属,備考
230006,1308,愛知県,高浜市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1309,愛知県,岩倉市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1310,愛知県,豊明市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1311,愛知県,日進市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1312,愛知県,田原市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1313,愛知県,愛西市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1314,愛知県,清須市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1315,愛知県,北名古屋市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1316,愛知県,弥富市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1317,愛知県,みよし市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1318,愛知県,あま市,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1319,愛知県,東郷町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1320,愛知県,長久手町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1321,愛知県,豊山町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1322,愛知県,大口町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1323,愛知県,扶桑町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1324,愛知県,大治町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1325,愛知県,蟹江町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1326,愛知県,飛島村,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1327,愛知県,阿久比町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1328,愛知県,東浦町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1329,愛知県,南知多町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1330,愛知県,美浜町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1331,愛知県,武豊町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1332,愛知県,一色町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1333,愛知県,吉良町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1334,愛知県,幡豆町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1335,愛知県,幸田町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1336,愛知県,設楽町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1337,愛知県,東栄町,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,H22愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1338,愛知県,豊根村,H22愛知県内市町村の財政状況資料集,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/0000054848.html,CC BY,愛知県内市町村の財政状況資料集,https://www.pref.aichi.jp/soshiki/shichoson/0000061122.html,市町村課,
230006,1339,愛知県,豊橋市水道,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1340,愛知県,豊橋市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1341,愛知県,豊橋市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1342,愛知県,豊橋市（特環）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1343,愛知県,豊橋市（農集）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1344,愛知県,豊橋市（駐車場1）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1345,愛知県,豊橋市（駐車場2）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1346,愛知県,豊橋市（駐車場3）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1347,愛知県,岡崎市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1348,愛知県,岡崎市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1349,愛知県,岡崎市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1350,愛知県,岡崎市（特環）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1351,愛知県,岡崎市（農集）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1352,愛知県,一宮市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1353,愛知県,一宮市（病院1）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1354,愛知県,一宮市（病院2）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1355,愛知県,一宮市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1356,愛知県,一宮市（駐車場）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1357,愛知県,瀬戸市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1358,愛知県,瀬戸市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1359,愛知県,半田市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1360,愛知県,半田市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1361,愛知県,半田市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1362,愛知県,半田市（駐車場1）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1363,愛知県,半田市（駐車場2）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1364,愛知県,春日井市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1365,愛知県,春日井市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1366,愛知県,春日井市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1367,愛知県,春日井市（駐車場1）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1368,愛知県,春日井市（駐車場2）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1369,愛知県,豊川市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1370,愛知県,豊川市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1371,愛知県,豊川市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1372,愛知県,豊川市（特環）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1373,愛知県,豊川市（農集）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1374,愛知県,豊川市（駐車場1）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1375,愛知県,豊川市（駐車場2）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1376,愛知県,豊川市（駐車場3）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1377,愛知県,豊川市（駐車場4）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1378,愛知県,津島市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1379,愛知県,津島市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1380,愛知県,津島市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1381,愛知県,碧南市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1382,愛知県,碧南市（病院）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1383,愛知県,碧南市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1384,愛知県,刈谷市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1385,愛知県,刈谷市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1386,愛知県,豊田市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1387,愛知県,豊田市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1388,愛知県,豊田市（特環）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1389,愛知県,豊田市（農集）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1390,愛知県,安城市（水道）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1391,愛知県,安城市（公下）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,1392,愛知県,安城市（特環）,令和4年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou05.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
