都道府県コード又は市区町村コード,NO,都道府県名,データ名称,データ概要,データ形式,分類,URL,ライセンス,掲載ページ名,掲載ページURL,データ提供所属,備考
230006,553,愛知県,食品営業者台帳　令和元年5月分 [その他のファイル／43KB],令和元（平成31）年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-r1.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,554,愛知県,食品営業者台帳　令和元年5月分 [PDFファイル／521KB],令和元（平成31）年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-r1.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,555,愛知県,食品営業者台帳　平成31年4月分 [その他のファイル／61KB],令和元（平成31）年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-r1.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,556,愛知県,食品営業者台帳　平成31年4月分 [PDFファイル／671KB],令和元（平成31）年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-r1.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,557,愛知県,食品営業者台帳　平成31年3月分 [その他のファイル／69KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,558,愛知県,食品営業者台帳　平成31年3月分 [PDFファイル／722KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,559,愛知県,食品営業者台帳　平成31年2月分 [その他のファイル／61KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,560,愛知県,食品営業者台帳　平成31年2月分 [PDFファイル／216KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,561,愛知県,食品営業者台帳　平成31年1月分 [その他のファイル／34KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,562,愛知県,食品営業者台帳　平成31年1月分 [PDFファイル／337KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,563,愛知県,食品営業者台帳　平成30年12月分 [その他のファイル／40KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,564,愛知県,食品営業者台帳　平成30年12月分 [PDFファイル／190KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,565,愛知県,食品営業者台帳　平成30年11月分 [その他のファイル／50KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,566,愛知県,食品営業者台帳　平成30年11月分 [PDFファイル／203KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,567,愛知県,食品営業者台帳　平成30年10月分 [その他のファイル／63KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,568,愛知県,食品営業者台帳　平成30年10月分 [PDFファイル／233KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,569,愛知県,食品営業者台帳　平成30年9月分 [その他のファイル／49KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,570,愛知県,食品営業者台帳　平成30年9月分 [PDFファイル／213KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,571,愛知県,食品営業者台帳　平成30年8月分 [その他のファイル／67KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,572,愛知県,食品営業者台帳　平成30年8月分 [PDFファイル／204KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,573,愛知県,食品営業者台帳　平成30年7月分 [その他のファイル／57KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,574,愛知県,食品営業者台帳　平成30年7月分 [PDFファイル／324KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,575,愛知県,食品営業者台帳　平成30年6月分 [その他のファイル／59KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,576,愛知県,食品営業者台帳　平成30年6月分 [PDFファイル／220KB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,577,愛知県,食品営業者台帳　平成30年5月分 [その他のファイル／36KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,578,愛知県,食品営業者台帳　平成30年5月分 [PDFファイル／1.12MB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,579,愛知県,食品営業者台帳　平成30年4月分 [その他のファイル／45KB],平成30年度食品営業者台帳,csv,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,580,愛知県,食品営業者台帳　平成30年4月分 [PDFファイル／1.18MB],平成30年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h30.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,581,愛知県,食品営業者台帳　平成30年3月分 [その他のファイル／44KB],平成29年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h29.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,582,愛知県,食品営業者台帳　平成30年3月分 [PDFファイル／1.21MB],平成29年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h29.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,583,愛知県,食品営業者台帳　平成30年2月分 [その他のファイル／43KB],平成29年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h29.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,584,愛知県,食品営業者台帳　平成30年2月分 [PDFファイル／259KB],平成29年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h29.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,585,愛知県,食品営業者台帳　平成30年1月分 [その他のファイル／28KB],平成29年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h29.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,586,愛知県,食品営業者台帳　平成30年1月分 [PDFファイル／320KB],平成29年度食品営業者台帳,pdf,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin-h29.html,CC BY,食品営業者台帳,https://www.pref.aichi.jp/soshiki/eisei/opendata-shokuhin.html,生活衛生課,
230006,587,愛知県,理容所一覧（令和5年3月31日現在に確認を受けて営業している施設） [CSVファイル／262KB],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,588,愛知県,　理容所一覧（令和5年4月1日から令和5年4月30日までに新規に確認を受けた施設） [CSVファイル／568B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,589,愛知県,　理容所一覧（令和5年5月1日から令和5年5月31日までに新規に確認を受けた施設） [CSVファイル／628B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,590,愛知県,　理容所一覧（令和5年6月1日から令和5年6月30日までに新規に確認を受けた施設） [CSVファイル／499B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,591,愛知県,　理容所一覧（令和5年7月1日から令和5年7月31日までに新規に確認を受けた施設） [CSVファイル／464B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,592,愛知県,　理容所一覧（令和5年8月1日から令和5年8月31日までに新規に確認を受けた施設） [CSVファイル／497B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,593,愛知県,　理容所一覧（令和5年9月1日から令和5年9月30日までに新規に確認を受けた施設） [CSVファイル／366B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,594,愛知県,　理容所一覧（令和5年10月1日から令和5年10月31日までに新規に確認を受けた施設） [CSVファイル／915B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,595,愛知県,　理容所一覧（令和5年11月1日から令和5年11月30日までに新規に確認を受けた施設） [CSVファイル／398B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,596,愛知県,　理容所一覧（令和5年12月1日から令和5年12月31日までに新規に確認を受けた施設） [CSVファイル／648B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,597,愛知県,　理容所一覧（令和6年1月1日から令和6年1月31日までに新規に確認を受けた施設） [CSVファイル／332B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,598,愛知県,　理容所一覧（令和6年2月1日から令和6年2月29日までに新規に確認を受けた施設） [CSVファイル／472B],理容所一覧　,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,599,愛知県,　美容所一覧（令和5年3月31日現在に確認を受けて営業している施設） [CSVファイル／665KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,600,愛知県,　美容所一覧（令和5年4月1日から令和5年4月30日までに新規に確認を受けた施設） [CSVファイル／4KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,601,愛知県,　美容所一覧（令和5年5月1日から令和5年5月31日までに新規に確認を受けた施設） [CSVファイル／3KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,602,愛知県,　美容所一覧（令和5年6月1日から令和5年6月30日までに新規に確認を受けた施設） [CSVファイル／3KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,603,愛知県,　美容所一覧（令和5年7月1日から令和5年7月31日までに新規に確認を受けた施設） [CSVファイル／4KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,604,愛知県,　美容所一覧（令和5年8月1日から令和5年8月31日までに新規に確認を受けた施設） [CSVファイル／4KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,605,愛知県,　美容所一覧（令和5年9月1日から令和5年9月30日までに新規に確認を受けた施設） [CSVファイル／5KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,606,愛知県,　美容所一覧（令和5年10月1日から令和5年10月31日までに新規に確認を受けた施設） [CSVファイル／3KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,607,愛知県,　美容所一覧（令和5年11月1日から令和5年11月30日までに新規に確認を受けた施設） [CSVファイル／4KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,608,愛知県,　美容所一覧（令和5年12月1日から令和5年12月31日までに新規に確認を受けた施設） [CSVファイル／5KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,609,愛知県,　美容所一覧（令和6年1月1日から令和6年1月31日までに新規に確認を受けた施設） [CSVファイル／3KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,610,愛知県,　美容所一覧（令和6年2月1日から令和6年2月29日までに新規に確認を受けた施設） [CSVファイル／3KB],美容所一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,611,愛知県,クリーニング所一覧（令和5年3月31日現在に確認を受けて営業している施設） [CSVファイル／308KB],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,612,愛知県,クリーニング所一覧（令和5年5月1日から令和5年5月31日までに新規に確認を受けた施設） [CSVファイル／771B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,613,愛知県,　クリーニング所一覧（令和5年6月1日から令和5年6月30日までに新規に確認を受けた施設） [CSVファイル／670B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,614,愛知県,　クリーニング所一覧（令和5年7月1日から令和5年7月31日までに新規に確認を受けた施設） [CSVファイル／713B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,615,愛知県,　クリーニング所一覧（令和5年8月1日から令和5年8月31日までに新規に確認を受けた施設） [CSVファイル／467B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,616,愛知県,　クリーニング所一覧（令和5年9月1日から令和5年9月30日までに新規に確認を受けた施設） [CSVファイル／795B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,617,愛知県,　クリーニング所一覧（令和5年10月1日から令和5年10月31日までに新規に確認を受けた施設） [CSVファイル／814B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,618,愛知県,クリーニング所一覧（令和5年12月1日から令和5年12月31日までに新規に確認を受けた施設） [CSVファイル／439B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,619,愛知県,クリーニング所一覧（令和6年1月1日から令和6年1月31日までに新規に確認を受けた施設） [CSVファイル／381B],クリーニング所一覧（無店舗取次店を除く）,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,620,愛知県,旅館業一覧（令和5年3月31日現在に許可を受けて営業している施設） [CSVファイル／106KB],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,621,愛知県,　旅館業一覧（令和5年4月1日から令和5年4月30日までに新規に許可を受けた施設） [CSVファイル／595B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,622,愛知県,　旅館業一覧（令和5年5月1日から令和5年5月31日までに新規に許可を受けた施設） [CSVファイル／722B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,623,愛知県,　旅館業一覧（令和5年6月1日から令和5年6月30日までに新規に許可を受けた施設） [CSVファイル／433B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,624,愛知県,　旅館業一覧（令和5年7月1日から令和5年7月31日までに新規に許可を受けた施設） [CSVファイル／3KB],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,625,愛知県,　旅館業一覧（令和5年8月1日から令和5年8月31日までに新規に許可を受けた施設） [CSVファイル／615B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,626,愛知県,　旅館業一覧（令和5年9月1日から令和5年9月30日までに新規に許可を受けた施設） [CSVファイル／2KB],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,627,愛知県,　旅館業一覧（令和5年10月1日から令和5年10月31日までに新規に許可を受けた施設） [CSVファイル／845B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,628,愛知県,　旅館業一覧（令和5年11月1日から令和5年11月30日までに新規に許可を受けた施設） [CSVファイル／836B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,629,愛知県,　旅館業一覧（令和5年12月1日から令和5年12月31日までに新規に許可を受けた施設） [CSVファイル／1002B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,630,愛知県,　旅館業一覧（令和6年1月1日から令和6年1月31日までに新規に許可を受けた施設） [CSVファイル／538B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,631,愛知県,　旅館業一覧（令和6年2月1日から令和6年2月29日までに新規に許可を受けた施設） [CSVファイル／894B],旅館業一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,632,愛知県,興行場一覧（令和5年3月31日現在に許可を受けて営業している施設） [CSVファイル／12KB],興行場一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,633,愛知県,公衆浴場一覧（令和5年3月31日現在に許可を受けて営業している施設） [CSVファイル／46KB],公衆浴場一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
230006,634,愛知県,　公衆浴場一覧（令和5年4月1日から令和5年4月30日までに新規に許可を受けた施設） [CSVファイル／618B],公衆浴場一覧,xls,営業許可関係,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,CC BY,環境衛生営業施設一覧表,https://www.pref.aichi.jp/soshiki/eisei/opendata-kankyo.html,生活衛生課,
